1000
1, 93.541753, 1.123955
2, 69.179699, 11.850265
3, 72.557857, 5.511801
4, 19.685578, 74.893872
5, 43.384321, 93.356199
6, 99.226483, 3.814834
7, 36.526381, 13.651620
8, 32.730051, 18.085400
9, 87.995795, 86.310230
10, 84.779642, 36.583263
11, 60.324042, 55.625286
12, 45.736982, 82.971534
13, 20.213346, 59.504012
14, 92.940122, 5.285061
15, 1.696928, 75.763147
16, 18.376192, 73.309944
17, 98.956398, 61.539494
18, 79.310084, 3.809092
19, 20.904919, 37.479469
20, 84.615684, 37.784531
21, 93.432949, 58.740380
22, 10.753220, 22.139689
23, 15.179574, 63.364083
24, 54.363214, 21.750819
25, 85.180337, 6.987925
26, 46.581413, 66.670688
27, 50.415293, 90.014048
28, 99.656024, 99.595723
29, 18.914971, 67.057447
30, 27.536876, 93.292563
31, 37.656015, 55.211717
32, 4.465725, 69.139231
33, 11.782165, 48.363578
34, 49.205977, 17.228276
35, 30.650124, 37.537348
36, 22.020359, 78.240017
37, 3.274262, 23.695810
38, 1.636741, 77.298366
39, 32.755922, 7.645620
40, 49.664405, 26.684524
41, 78.239639, 12.512725
42, 33.221769, 38.327850
43, 80.059543, 82.096086
44, 87.683808, 26.130950
45, 31.737662, 8.713581
46, 69.633508, 3.737829
47, 92.381706, 38.390223
48, 88.955284, 70.323284
49, 59.919079, 84.977055
50, 11.701753, 81.226066
51, 13.840004, 2.837163
52, 34.931020, 63.823682
53, 7.291940, 93.577641
54, 49.462264, 51.179411
55, 6.564029, 17.053847
56, 72.543407, 63.461879
57, 74.307365, 69.206279
58, 42.348327, 97.703302
59, 44.689295, 79.689589
60, 59.738170, 41.334771
61, 29.197186, 76.656352
62, 66.394817, 37.029554
63, 10.965340, 96.308406
64, 10.816032, 53.831107
65, 24.125705, 35.270545
66, 36.989953, 76.050928
67, 10.407490, 98.228270
68, 17.603434, 38.139566
69, 25.183459, 97.888991
70, 89.132079, 8.120687
71, 73.776020, 40.046914
72, 48.118070, 17.488910
73, 60.143316, 48.290385
74, 1.478686, 8.051041
75, 21.718149, 2.627364
76, 37.246008, 56.221736
77, 70.001079, 41.836449
