120
1, 13, 4.439558
13, 1, 4.439558
1, 17, 6.666590
17, 1, 6.666590
1, 19, 39.201039
19, 1, 39.201039
2, 18, 7.788719
18, 2, 7.788719
2, 16, 15.084575
16, 2, 15.084575
2, 6, 21.638691
6, 2, 21.638691
3, 9, 15.890419
9, 3, 15.890419
3, 7, 21.512394
7, 3, 21.512394
3, 15, 22.991822
15, 3, 22.991822
4, 10, 11.092670
10, 4, 11.092670
4, 18, 17.205415
18, 4, 17.205415
4, 6, 20.806278
6, 4, 20.806278
5, 12, 12.905987
12, 5, 12.905987
5, 11, 13.208363
11, 5, 13.208363
5, 8, 24.386810
8, 5, 24.386810
6, 10, 13.577004
10, 6, 13.577004
6, 9, 18.114141
9, 6, 18.114141
6, 4, 20.806278
4, 6, 20.806278
7, 9, 6.593807
9, 7, 6.593807
7, 10, 13.032248
10, 7, 13.032248
7, 3, 21.512394
3, 7, 21.512394
8, 12, 16.975602
12, 8, 16.975602
8, 5, 24.386810
5, 8, 24.386810
8, 11, 37.587835
11, 8, 37.587835
9, 7, 6.593807
7, 9, 6.593807
9, 10, 12.810794
10, 9, 12.810794
9, 3, 15.890419
3, 9, 15.890419
10, 4, 11.092670
4, 10, 11.092670
10, 9, 12.810794
9, 10, 12.810794
10, 7, 13.032248
7, 10, 13.032248
11, 5, 13.208363
5, 11, 13.208363
11, 12, 24.243471
12, 11, 24.243471
11, 20, 26.301235
20, 11, 26.301235
12, 5, 12.905987
5, 12, 12.905987
12, 8, 16.975602
8, 12, 16.975602
12, 11, 24.243471
11, 12, 24.243471
13, 17, 2.716254
17, 13, 2.716254
13, 1, 4.439558
1, 13, 4.439558
13, 19, 40.288566
19, 13, 40.288566
14, 16, 12.042161
16, 14, 12.042161
14, 6, 24.824077
6, 14, 24.824077
14, 2, 26.025941
2, 14, 26.025941
15, 19, 15.087207
19, 15, 15.087207
15, 3, 22.991822
3, 15, 22.991822
15, 12, 27.994799
12, 15, 27.994799
16, 14, 12.042161
14, 16, 12.042161
16, 2, 15.084575
2, 16, 15.084575
16, 18, 22.554661
18, 16, 22.554661
17, 13, 2.716254
13, 17, 2.716254
17, 1, 6.666590
1, 17, 6.666590
17, 19, 39.142768
19, 17, 39.142768
18, 2, 7.788719
2, 18, 7.788719
18, 4, 17.205415
4, 18, 17.205415
18, 6, 22.117346
6, 18, 22.117346
19, 15, 15.087207
15, 19, 15.087207
19, 3, 29.846851
3, 19, 29.846851
19, 14, 33.816795
14, 19, 33.816795
20, 11, 26.301235
11, 20, 26.301235
20, 3, 37.078767
3, 20, 37.078767
20, 7, 37.155500
7, 20, 37.155500
