20000
1, 80, 1.611740
80, 1, 1.611740
1, 102, 1.986816
102, 1, 1.986816
1, 392, 3.496190
392, 1, 3.496190
1, 14, 4.204374
14, 1, 4.204374
1, 298, 4.268649
298, 1, 4.268649
1, 369, 4.283985
369, 1, 4.283985
1, 714, 4.655043
714, 1, 4.655043
1, 946, 4.668234
946, 1, 4.668234
1, 589, 5.052380
589, 1, 5.052380
1, 636, 5.118683
636, 1, 5.118683
2, 128, 1.552237
128, 2, 1.552237
2, 768, 2.586783
768, 2, 2.586783
2, 904, 3.026579
904, 2, 3.026579
2, 346, 3.105376
346, 2, 3.105376
2, 440, 7.492045
440, 2, 7.492045
2, 574, 7.534943
574, 2, 7.534943
2, 734, 8.147925
734, 2, 8.147925
2, 242, 8.302600
242, 2, 8.302600
2, 111, 9.233131
111, 2, 9.233131
2, 190, 25.794757
190, 2, 25.794757
3, 615, 0.909405
615, 3, 0.909405
3, 981, 3.483809
981, 3, 3.483809
3, 246, 3.741800
246, 3, 3.741800
3, 365, 4.357972
365, 3, 4.357972
3, 766, 6.475144
766, 3, 6.475144
3, 46, 6.840699
46, 3, 6.840699
3, 734, 7.049587
734, 3, 7.049587
3, 525, 8.374930
525, 3, 8.374930
3, 670, 8.552951
670, 3, 8.552951
3, 649, 9.057391
649, 3, 9.057391
4, 682, 20.508394
682, 4, 20.508394
4, 16, 20.550716
16, 4, 20.550716
4, 646, 12.316985
646, 4, 12.316985
4, 162, 15.689514
162, 4, 15.689514
4, 36, 40.801826
36, 4, 40.801826
4, 616, 18.453390
616, 4, 18.453390
4, 151, 42.856330
151, 4, 42.856330
4, 905, 46.860619
905, 4, 46.860619
4, 528, 21.713811
528, 4, 21.713811
4, 940, 21.974484
940, 4, 21.974484
5, 248, 1.838017
248, 5, 1.838017
5, 813, 2.214887
813, 5, 2.214887
5, 397, 2.349353
397, 5, 2.349353
5, 232, 2.765126
232, 5, 2.765126
5, 852, 3.973958
852, 5, 3.973958
5, 610, 9.373739
610, 5, 9.373739
5, 58, 4.468847
58, 5, 4.468847
5, 116, 4.504555
116, 5, 4.504555
5, 154, 4.933804
154, 5, 4.933804
5, 184, 5.126577
184, 5, 5.126577
6, 589, 1.637211
589, 6, 1.637211
6, 946, 1.772990
946, 6, 1.772990
6, 714, 1.872193
714, 6, 1.872193
6, 102, 4.376618
102, 6, 4.376618
6, 617, 4.614283
617, 6, 4.614283
6, 80, 4.771562
80, 6, 4.771562
6, 79, 5.262600
79, 6, 5.262600
6, 388, 5.318535
388, 6, 5.318535
6, 752, 5.781103
752, 6, 5.781103
6, 1, 6.289434
1, 6, 6.289434
7, 585, 9.228373
585, 7, 9.228373
7, 143, 10.143770
143, 7, 10.143770
7, 283, 26.807717
283, 7, 26.807717
7, 740, 36.132885
740, 7, 36.132885
7, 518, 36.196972
518, 7, 36.196972
7, 667, 16.335720
667, 7, 16.335720
7, 211, 16.676030
211, 7, 16.676030
7, 267, 38.451025
267, 7, 38.451025
7, 90, 19.204616
90, 7, 19.204616
7, 399, 19.433737
399, 7, 19.433737
8, 341, 7.449591
341, 8, 7.449591
8, 860, 19.383893
860, 8, 19.383893
8, 466, 31.077976
466, 8, 31.077976
8, 283, 31.839921
283, 8, 31.839921
8, 506, 33.264148
506, 8, 33.264148
8, 464, 36.214262
464, 8, 36.214262
8, 603, 40.420619
603, 8, 40.420619
8, 143, 48.248869
143, 8, 48.248869
8, 336, 49.164187
336, 8, 49.164187
8, 518, 52.281421
518, 8, 52.281421
9, 553, 1.042022
553, 9, 1.042022
9, 566, 1.348656
566, 9, 1.348656
9, 948, 1.711973
948, 9, 1.711973
9, 687, 1.931489
687, 9, 1.931489
9, 951, 2.051399
951, 9, 2.051399
9, 694, 2.585346
694, 9, 2.585346
9, 86, 3.621558
86, 9, 3.621558
9, 173, 4.244637
173, 9, 4.244637
9, 987, 4.368416
987, 9, 4.368416
9, 728, 4.422084
728, 9, 4.422084
10, 20, 6.062030
20, 10, 6.062030
10, 552, 6.254915
552, 10, 6.254915
10, 221, 10.304151
221, 10, 10.304151
10, 169, 14.494142
169, 10, 14.494142
10, 214, 18.055652
214, 10, 18.055652
10, 163, 8.209211
163, 10, 8.209211
10, 538, 27.392170
538, 10, 27.392170
10, 165, 23.607636
165, 10, 23.607636
10, 550, 12.047130
